unique_id,ds,cutoff,y,AutoARIMA,AutoETS,DynamicOptimizedTheta,AutoTheta,ADIDA,CrostonClassic,IMAPA,WindowAverage
00610102,2022-08-07,2022-07-10,2.1972246,1.5835648,1.5626402,1.5531957,1.5215938,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-08-14,2022-07-10,1.7917595,1.5831729,1.5626402,1.5531957,1.5191629,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-08-21,2022-07-10,1.9459101,1.5827812,1.5626402,1.5531957,1.516732,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-08-28,2022-07-10,1.9459101,1.5823896,1.5626402,1.5531957,1.5143011,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-09-04,2022-07-10,2.1972246,1.581998,1.5626402,1.5531957,1.5118701,1.6980393,1.5214386,1.6980393,2.181458
00610102,2022-09-11,2022-09-04,1.9459101,1.9248018,1.6590023,1.711864,1.6908607,1.845941,1.6847383,1.845941,1.970201
00610102,2022-09-18,2022-09-04,1.609438,1.9121838,1.6590023,1.711864,1.6887604,1.845941,1.6847383,1.845941,1.970201
00610102,2022-09-25,2022-09-04,2.1972246,1.9058104,1.6590023,1.711864,1.68666,1.845941,1.6847383,1.845941,1.970201
00610102,2022-10-02,2022-09-04,0.0,1.870134,1.6590023,1.711864,1.6845597,1.845941,1.6847383,1.845941,1.970201
00610102,2022-10-09,2022-09-04,0.0,1.8148783,1.6590023,1.711864,1.6824594,1.845941,1.6847383,1.845941,1.970201
00610102,2022-10-16,2022-09-04,2.1972246,1.7844781,1.6590023,1.711864,1.680359,1.845941,1.6847383,1.845941,1.970201
00610102,2022-10-23,2022-09-04,2.1972246,1.7517637,1.6590023,1.711864,1.6782587,1.845941,1.6847383,1.845941,1.970201
00610102,2022-10-30,2022-09-04,0.6931472,1.715116,1.6590023,1.711864,1.6761583,1.845941,1.6847383,1.845941,1.970201
00610102,2022-11-06,2022-10-30,1.609438,1.3561743,1.5510751,1.4902897,1.4647526,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-11-13,2022-10-30,3.1780539,1.5814104,1.5510751,1.4902897,1.4621989,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-11-20,2022-10-30,1.9459101,1.5545853,1.5510751,1.4902897,1.4596452,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-11-27,2022-10-30,0.6931472,1.5666475,1.5510751,1.4902897,1.4570915,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-12-04,2022-10-30,0.6931472,1.6272683,1.5510751,1.4902897,1.4545377,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-12-11,2022-10-30,1.609438,1.5814104,1.5510751,1.4902897,1.451984,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-12-18,2022-10-30,1.609438,1.514484,1.5510751,1.4902897,1.4494303,1.4092966,1.48851,1.4092966,1.2718991
00610102,2022-12-25,2022-10-30,1.3862944,1.6272683,1.5510751,1.4902897,1.4468766,1.4092966,1.48851,1.4092966,1.2718991
00611001,2022-05-22,2022-05-15,1.3862944,2.0863552,1.6335896,1.6193023,1.5830461,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-05-29,2022-05-15,1.609438,2.4539514,1.6335896,1.6192979,1.5794159,1.6426475,1.5976529,1.6426475,1.9650463
